#id,timestamp|gmt_local_diff_sec|gmt_servertime_diff_sec,name,lat,lon,bikes,spaces,installed,locked,temporary,total_docks,givesbonus_acceptspedelecs_fbbattlevel,pedelecs
224,1664222967|-3600|-3600,"Queensway, Kensington Gardens",51.51031,-0.18740235,1,16,true,false,false,17,true,0
225,1664222967|-3600|-3600,"Notting Hill Gate Station, Notting Hill",51.50935342,-0.196422,13,17,true,false,false,30,true,0
226,1664222967|-3600|-3600,"Charles II Street, West End",51.50844614,-0.131961389,0,24,true,false,false,24,true,0
227,1664222967|-3600|-3600,"Great Percy Street, Clerkenwell",51.52891573,-0.115480888,19,4,true,false,false,23,true,0
228,1664222967|-3600|-3600,"St. James's Square, St. James's",51.50742485,-0.134621209,1,39,true,false,false,40,true,0
229,1664222967|-3600|-3600,"Whitehall Place, Strand",51.50654321,-0.123179697,16,30,true,false,false,46,true,0
230,1664222967|-3600|-3600,"Poured Lines, Bankside",51.50669284,-0.103137426,17,14,true,false,false,31,true,0
231,1664222967|-3600|-3600,"Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,20,11,true,false,false,31,true,0
232,1664222967|-3600|-3600,"Carey Street, Holborn",51.51501025,-0.112753217,0,16,true,false,false,16,true,0
233,1664222967|-3600|-3600,"Pall Mall East, West End",51.50777049,-0.130699733,1,21,true,false,false,22,true,0
234,1664222967|-3600|-3600,"Liverpool Road (N1 Centre), Angel",51.53450449,-0.106992706,6,18,true,false,false,24,true,0
235,1664222967|-3600|-3600,"Kennington Road  , Vauxhall",51.49571828,-0.110889274,14,22,true,false,false,36,true,0
236,1664222967|-3600|-3600,"Fashion Street, Whitechapel",51.51838043,-0.073438925,8,22,true,false,false,30,true,0
237,1664222967|-3600|-3600,"Dock Street, Wapping",51.5097860151,-0.0681619805156,12,18,true,false,false,30,true,0
238,1664222967|-3600|-3600,"Frampton Street, Paddington",51.5233534,-0.175116099,12,20,true,false,false,32,true,0
239,1664222967|-3600|-3600,"Warren Street Station, Euston",51.52443845,-0.138019439,3,23,true,false,false,26,true,0
242,1664222967|-3600|-3600,"Beaumont Street, Marylebone",51.52200801,-0.151359288,0,23,true,false,false,23,true,0
